	target	text	sentiment
1642	dish	The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.	1
1643	crabmeat lasagna	You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.	1
1644	chocolate bread pudding	You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.	1
1645	dessert	You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.	1
1646	pasta dishes	word of advice, save room for pasta dishes and never leave until you've had the tiramisu.	1
1647	tiramisu	word of advice, save room for pasta dishes and never leave until you've had the tiramisu.	1
1648	service	Very good service and very good prices.	1
1649	prices	Very good service and very good prices.	1
1650	service	The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.	1
1651	staff	The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.	1
1652	menu	The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.	0
1653	meal	The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.	0
1654	food	Get your food to go, find a bench, and kick back with a plate of dumplings.	0
1655	plate of dumplings	Get your food to go, find a bench, and kick back with a plate of dumplings.	1
1656	sangria	We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.	0
1657	bar	We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.	0
1658	bar	We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.	0
1659	bartender	We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.	-1
1660	service	The service, wine selection, ambiance are all outstanding and deserve recognition.	1
1661	wine selection	The service, wine selection, ambiance are all outstanding and deserve recognition.	1
1662	ambiance	The service, wine selection, ambiance are all outstanding and deserve recognition.	1
1663	reservations	We were seated promptly as we had reservations, however after that the service was slow.	1
1664	service	We were seated promptly as we had reservations, however after that the service was slow.	-1
1665	service	It's really also the service, is good and the waiters are friendly.	1
1666	waiters	It's really also the service, is good and the waiters are friendly.	1
1667	dessert	The food was pretty good, but a little flavorless and the portions very small, including dessert.	-1
1668	portions	The food was pretty good, but a little flavorless and the portions very small, including dessert.	-1
1669	food	I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.	1
1670	ambience	I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.	1
1671	service	I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.	1
1672	food	The food here does a great service to the name (Cantonese that is...).	1
1673	Cantonese	The food here does a great service to the name (Cantonese that is...).	1
1674	food	Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.	1
1675	atmosphere	Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.	1
1676	Prix Fixe menu	The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).	1
1677	quantity	The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).	1
1678	quality	The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).	1
1679	eggs benedict	I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.	-1
1680	hollondaise sauce	I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.	-1
1681	brunch	I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.	0
1682	menu	The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.	1
1683	Chilean Sea Bass	The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.	-1
1684	server	The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.	-1
1685	specials	The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.	0
1686	food	The food was really good, I had the onion soup and it was one of the best ever.	1
1687	onion soup	The food was really good, I had the onion soup and it was one of the best ever.	1
1688	Dim Sum	Based on the reviews for dinner, this is a place I would reconsider revisiting for that, but definitely not for Dim Sum again.	-1
1689	dinner	Based on the reviews for dinner, this is a place I would reconsider revisiting for that, but definitely not for Dim Sum again.	1
1690	roll	It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.	-1
1691	roll	It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.	-1
