	Unnamed: 0	target	text	sentiment	target_text
5970	3914	sea salt	The fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).	1	The fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt). [SEP] sea salt
4432	2376	rice to fish ration	The rice to fish ration was also good--they didn't try to overpack the rice.	1	The rice to fish ration was also good--they didn't try to overpack the rice. [SEP] rice to fish ration
5284	3228	place	The place is small and cramped but the food is fantastic.	-1	The place is small and cramped but the food is fantastic. [SEP] place
1531	1531	LOCATION1	 LOCATION1 is amazing but you need literally millions to live there aha	1	 LOCATION1 is amazing but you need literally millions to live there aha [SEP] LOCATION1
4694	2638	food	The food is very good too but for the most part, it's just regular food, nothing special.	0	The food is very good too but for the most part, it's just regular food, nothing special. [SEP] food
1014	1014	LOCATION2	There are also the LOCATION1 and LOCATION2 areas where you might find some streets that are not too bad	1	There are also the LOCATION1 and LOCATION2 areas where you might find some streets that are not too bad [SEP] LOCATION2
2751	695	use	and it comes with the new OSX that comes with new features that makes the use more easy.	1	and it comes with the new OSX that comes with new features that makes the use more easy. [SEP] use
1001	1001	LOCATION2	The most upmarket part is LOCATION1 or  LOCATION2 which is the location of the famous public school	1	The most upmarket part is LOCATION1 or  LOCATION2 which is the location of the famous public school [SEP] LOCATION2
3348	1292	word processor	Only other thing is that if you are using this for document creation Apple doesnt provide any kind of word processor (such as works for windows), but iwork is cheap compared to office.	-1	Only other thing is that if you are using this for document creation Apple doesnt provide any kind of word processor (such as works for windows), but iwork is cheap compared to office. [SEP] word processor
4263	2207	glass of wine	First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...	0	First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course... [SEP] glass of wine
934	934	LOCATION1	Or look at LOCATION1	1	Or look at LOCATION1 [SEP] LOCATION1
3256	1200	picture quality	My friend reports the notebook is astonishing in performance, picture quality, and ease of use.	1	My friend reports the notebook is astonishing in performance, picture quality, and ease of use. [SEP] picture quality
5823	3767	bottle	The only weird thing was if we got a bottle, the waitress would have simply multiplied the glass price X4, which makes no sense whatsoever.	0	The only weird thing was if we got a bottle, the waitress would have simply multiplied the glass price X4, which makes no sense whatsoever. [SEP] bottle
3615	1559	service	service is friendly, and never had a problem walking in and getting a table.	1	service is friendly, and never had a problem walking in and getting a table. [SEP] service
3046	990	shortcuts	Learning all of the keyboard shortcuts only took a few minutes to get used to as some of the shortcuts are the same on Windows machines.	0	Learning all of the keyboard shortcuts only took a few minutes to get used to as some of the shortcuts are the same on Windows machines. [SEP] shortcuts
814	814	LOCATION1	LOCATION1/LOCATION2 on the Kings Cross line are nice 	1	LOCATION1/LOCATION2 on the Kings Cross line are nice  [SEP] LOCATION1
5527	3471	food	The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.	1	The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries. [SEP] food
3778	1722	food	Decor is nice and minimalist, food simple yet very well presented and cooked, and the wine list matches the food very well.	1	Decor is nice and minimalist, food simple yet very well presented and cooked, and the wine list matches the food very well. [SEP] food
5957	3901	chicken	The chicken and steak were seasoned and cooked to perfection, and the lamb sandwhich is great for heartier appetites.	1	The chicken and steak were seasoned and cooked to perfection, and the lamb sandwhich is great for heartier appetites. [SEP] chicken
1816	1816	LOCATION1	LOCATION1 is my favourite as it is kind of arty	1	LOCATION1 is my favourite as it is kind of arty [SEP] LOCATION1
2737	681	mic jack	the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.	-1	the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person. [SEP] mic jack
3686	1630	sake	We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.	1	We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura. [SEP] sake
2815	759	trial software	Aside from the trial software and the short battery life, lack of a webcam, its great.	-1	Aside from the trial software and the short battery life, lack of a webcam, its great. [SEP] trial software
1148	1148	LOCATION1	or if you are on more of a budget try the LOCATION1 it is a fun nice friendly area and is close 2 the London	1	or if you are on more of a budget try the LOCATION1 it is a fun nice friendly area and is close 2 the London [SEP] LOCATION1
5021	2965	specials	Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.	1	Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere. [SEP] specials
1516	1516	LOCATION2	 LOCATION1  - LOCATION2   on the rise, so hurry up	1	 LOCATION1  - LOCATION2   on the rise, so hurry up [SEP] LOCATION2
5181	3125	stir fry blue crab	I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.	1	I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab. [SEP] stir fry blue crab
4777	2721	Green Curry dish	I really liked the noodle dishes at Rice Avenue compared to their Green Curry dish.	-1	I really liked the noodle dishes at Rice Avenue compared to their Green Curry dish. [SEP] Green Curry dish
3294	1238	features	However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.	1	However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad. [SEP] features
4493	2437	menu selections	We were well attended to by the enthusiastic staff especially the manager Tony Gaskin who made excellent suggestions for our menu selections.	1	We were well attended to by the enthusiastic staff especially the manager Tony Gaskin who made excellent suggestions for our menu selections. [SEP] menu selections
233	233	LOCATION1	Another nice area is LOCATION1  	1	Another nice area is LOCATION1   [SEP] LOCATION1
2112	56	mother board	I continued to take the computer in AGAIN and they replaced the hard drive and mother board yet again.	-1	I continued to take the computer in AGAIN and they replaced the hard drive and mother board yet again. [SEP] mother board
1123	1123	LOCATION1	but really, LOCATION1 is really nice  	1	but really, LOCATION1 is really nice   [SEP] LOCATION1
947	947	LOCATION2	Parts of LOCATION1 and LOCATION2 are very nice too	1	Parts of LOCATION1 and LOCATION2 are very nice too [SEP] LOCATION2
5455	3399	hanger steak	The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.	-1	The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed. [SEP] hanger steak
4492	2436	manager	We were well attended to by the enthusiastic staff especially the manager Tony Gaskin who made excellent suggestions for our menu selections.	1	We were well attended to by the enthusiastic staff especially the manager Tony Gaskin who made excellent suggestions for our menu selections. [SEP] manager
876	876	LOCATION1	LOCATION2/LOCATION1 - Very nice area, pretty upmarket and popular with celebrities	1	LOCATION2/LOCATION1 - Very nice area, pretty upmarket and popular with celebrities [SEP] LOCATION1
2281	225	Adobe Creative apps	I need graphic power to run my Adobe Creative apps efficiently.	0	I need graphic power to run my Adobe Creative apps efficiently. [SEP] Adobe Creative apps
382	382	LOCATION1	I like the LOCATION1 too  view this page , maybe can help you:  Good Lucky	1	I like the LOCATION1 too  view this page , maybe can help you:  Good Lucky [SEP] LOCATION1
3241	1185	charge	The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.	-1	The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes. [SEP] charge
4097	2041	thai food	Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .	1	Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too . [SEP] thai food
2118	62	delete  key	And if you do a lot of writing, editing is a problem since there is no  forward delete  key.	-1	And if you do a lot of writing, editing is a problem since there is no  forward delete  key. [SEP] delete  key
